sp_norm	ogt_tempura	tmin_measured	ogt_madin	ogt_toki	ogt_ogtfinder	ogt_ogtfinder_sources	ogt_n_sources	ogt_measured	ogt_spread
agreia bicolorata			24.0	24.0	28.0	BacDive	3	25.333333333333332	4.0
agreia pratensis			29.0		28.0	BacDive	2	28.5	1.0
agrilactobacillus composti					23.5	BacDive	1	23.5	0.0
agrobacterium agile			26.0				1	26.0	0.0
agrobacterium luteum			26.0				1	26.0	0.0
agrobacterium rhizogenes			26.0				1	26.0	0.0
agrobacterium rubi			27.0				1	27.0	0.0
agrobacterium sp900013535				27.083			1	27.083	0.0
agrobacterium tumefaciens			26.0		26.5	Lyubetsky et al., 2020	2	26.25	0.5
agrobacterium vitis			26.5		26.5	Lyubetsky et al., 2020	2	26.5	0.0
agrococcus baldri			27.0	23.0	28.0	BacDive	3	26.0	5.0
agrococcus casei			29.0		26.5	BacDive	2	27.75	2.5
agrococcus citreus			29.0		28.0	BacDive	2	28.5	1.0
agrococcus jejuensis					30.0	BacDive	1	30.0	0.0
agrococcus lahaulensis			29.0		29.0	BacDive	2	29.0	0.0
agrococcus pavilionensis				18.0			1	18.0	0.0
agrococcus versicolor					24.5	BacDive	1	24.5	0.0
agromyces albus	27.0	7.0	26.0	25.5			3	26.166666666666668	1.5
agromyces allii			29.0		30.0	BacDive	2	29.5	1.0
agromyces atrinae					30.0	BacDive	1	30.0	0.0
agromyces aurantiacus			29.0		28.0	BacDive	2	28.5	1.0
agromyces bauzanensis	27.5	1.0		27.5			2	27.5	0.0
agromyces bracchium			29.0		28.0	BacDive	2	28.5	1.0
agromyces cerinus					28.0	BacDive	1	28.0	0.0
agromyces fucosus					28.0	BacDive	1	28.0	0.0
agromyces hippuratus					28.0	BacDive	1	28.0	0.0
agromyces humatus			29.0		28.0	BacDive	2	28.5	1.0
agromyces indicus	29.0	10.0					1	29.0	0.0
agromyces italicus			29.0		28.0	BacDive	2	28.5	1.0
agromyces lapidis			29.0		28.0	BacDive	2	28.5	1.0
agromyces luteolus			29.0		28.0	BacDive	2	28.5	1.0
agromyces mediolanus			29.0		28.0	BacDive	2	28.5	1.0
agromyces neolithicus					28.0	BacDive	1	28.0	0.0
agromyces ramosus			29.0		28.0	BacDive	2	28.5	1.0
agromyces rhizosphaerae					28.0	BacDive	1	28.0	0.0
agromyces salentinus			29.0		26.0	BacDive	2	27.5	3.0
agromyces subbeticus			29.0	25.833	24.75	BacDive	3	26.527666666666665	4.25
agromyces terreus					25.0	BacDive	1	25.0	0.0
agromyces ulmi			29.0		28.0	BacDive	2	28.5	1.0
ahrensia kielensis	32.0	4.0	26.0	29.0			3	29.0	6.0
aidingimonas halophila			33.0	32.5	37.0	BacDive	3	34.166666666666664	4.5
aidingimonas lacisalsi	36.0	13.0		36.0			2	36.0	0.0
akkermansia glycaniphila	27.5	15.0					1	27.5	0.0
akkermansia muciniphila					37.0	Lyubetsky et al., 2020	1	37.0	0.0
albibacter helveticus			29.0				1	29.0	0.0
albidovulum inexpectatum			50.0	50.0			2	50.0	0.0
albidovulum xiamenense	54.0	28.0	55.0				2	54.5	1.0
albimonas donghaensis	29.0	10.0	33.0	30.33333333333333			3	30.777777777777775	4.0
alcaligenes aquatilis	21.0	4.0		29.143			2	25.0715	8.143
alcaligenes faecalis			32.0	30.8888888888889	28.5	Lyubetsky et al., 2020	3	30.462962962962965	3.5
alcaligenes pakistanensis	29.0	10.0		29.0			2	29.0	0.0
alcanivorax balearicus			29.0				1	29.0	0.0
alcanivorax borkumensis	27.5	10.0	24.5	28.25	25.0	Lyubetsky et al., 2020	4	26.3125	3.75
alcanivorax dieselolei				28.75			1	28.75	0.0
alcanivorax gelatiniphagus	38.5	15.0		38.5			2	38.5	0.0
alcanivorax hongdengensis	26.5	10.0		26.5			2	26.5	0.0
alcanivorax jadensis			27.0	27.5			2	27.25	0.5
alcanivorax pacificus	26.5	10.0					1	26.5	0.0
alcanivorax_a pacificus				24.5			1	24.5	0.0
algibacter aquaticus	17.5	10.0					1	17.5	0.0
algibacter lectus				22.0	22.0	BacDive	2	22.0	0.0
algibacter mikhailovii	24.0	4.0					1	24.0	0.0
algibacter psychrophilus	17.0	0.0					1	17.0	0.0
algicola sagamiensis	27.0	15.0	27.0				2	27.0	0.0
algimonas ampicilliniresistens	20.0	10.0					1	20.0	0.0
algimonas porphyrae	20.0	10.0					1	20.0	0.0
algiphilus aromaticivorans			27.0				1	27.0	0.0
algivirga pacifica	27.5	12.0					1	27.5	0.0
algoriella xinjiangensis	18.0	4.0		18.0			2	18.0	0.0
algoriphagus alkaliphilus			29.35				1	29.35	0.0
algoriphagus antarcticus	20.0	5.0	20.0	20.0			3	20.0	0.0
algoriphagus aquaeductus	27.5	15.0		27.5			2	27.5	0.0
algoriphagus aquimarinus			29.0	24.0			2	26.5	5.0
algoriphagus boritolerans			29.0	29.0			2	29.0	0.0
algoriphagus chordae				24.0			1	24.0	0.0
algoriphagus halophilus			35.5	35.0			2	35.25	0.5
algoriphagus hitonicola	36.0	20.0		36.0			2	36.0	0.0
algoriphagus kandeliae	40.0	15.0		40.0	40.0	ThermoBase	3	40.0	0.0
algoriphagus machipongonensis			27.0	29.0			2	28.0	2.0
algoriphagus marincola			35.0	35.0			2	35.0	0.0
algoriphagus marinus	33.0	4.0		33.0			2	33.0	0.0
algoriphagus olei	32.0	10.0					1	32.0	0.0
algoriphagus ratkowskyi			22.0				1	22.0	0.0
algoriphagus sp.			20.0				1	20.0	0.0
algoriphagus taiwanensis	33.5	20.0					1	33.5	0.0
algoriphagus vanfongensis				23.5			1	23.5	0.0
algoriphagus yeomjeoni			29.0	27.5			2	28.25	1.5
aliagarivorans marinus	27.5	15.0		27.5	27.5	BacDive	3	27.5	0.0
aliagarivorans taiwanensis	27.5	15.0			27.5	BacDive	2	27.5	0.0
aliarcobacter cibarius				24.75			1	24.75	0.0
aliarcobacter trophiarum					27.5	BacDive	1	27.5	0.0
alicycliphilus denitrificans			29.0				1	29.0	0.0
alicyclobacillus acidiphilus	50.0	20.0	45.0	48.333333333333336	50.0	BacDive;ThermoBase;aciDB	4	48.333333333333336	5.0
alicyclobacillus acidocaldarius	62.5	45.0	57.0	59.50833333333333	63.75	Lyubetsky et al., 2020;ThermoBase;aciDB	4	60.68958333333333	6.75
alicyclobacillus acidoterrestris	47.5	35.0	48.0		47.5	ThermoBase;aciDB	3	47.666666666666664	0.5
alicyclobacillus cellulosilyticus	55.0	40.0			55.0	ThermoBase	2	55.0	0.0
alicyclobacillus contaminans	52.5	35.0	55.0		52.5	ThermoBase;aciDB	3	53.333333333333336	2.5
alicyclobacillus cycloheptanicus	48.0	40.0	45.0		48.0	ThermoBase	3	47.0	3.0
alicyclobacillus dauci	40.0	20.0			40.0	ThermoBase	2	40.0	0.0
alicyclobacillus disulfidooxidans	35.0	4.0	35.0				2	35.0	0.0
alicyclobacillus fastidiosus	42.5	20.0	45.0		42.5	ThermoBase	3	43.333333333333336	2.5
alicyclobacillus ferrooxydans					28.0	BacDive;aciDB	1	28.0	0.0
alicyclobacillus fodiniaquatilis	40.0	20.0			40.0	ThermoBase	2	40.0	0.0
alicyclobacillus herbarius	57.5	35.0	55.0		57.5	ThermoBase;aciDB	3	56.666666666666664	2.5
alicyclobacillus hesperidum	51.5	40.0	51.7		52.5	ThermoBase;aciDB	3	51.9	1.0
alicyclobacillus kakegawensis	52.5	40.0	50.0		52.5	ThermoBase;aciDB	3	51.666666666666664	2.5
alicyclobacillus macrosporangiidus	52.5	35.0	50.0		52.5	ThermoBase;aciDB	3	51.666666666666664	2.5
alicyclobacillus mali					63.0	aciDB	1	63.0	0.0
alicyclobacillus montanus	45.0	25.0			45.0	ThermoBase;aciDB	2	45.0	0.0
alicyclobacillus pomorum	47.5	30.0	46.25		47.5	ThermoBase;aciDB	3	47.083333333333336	1.25
alicyclobacillus sacchari	47.5	30.0	50.0	48.75	47.5	ThermoBase;aciDB	4	48.4375	2.5
alicyclobacillus sendaiensis	55.0	40.0	50.0		55.0	ThermoBase	3	53.333333333333336	5.0
alicyclobacillus shizuokensis	47.5	35.0	50.0		47.5	ThermoBase;aciDB	3	48.333333333333336	2.5
alicyclobacillus sp.			56.7				1	56.7	0.0
alicyclobacillus tengchongensis	45.0	30.0	50.0		45.0	ThermoBase;aciDB	3	46.666666666666664	5.0
alicyclobacillus tolerans	39.5	20.0					1	39.5	0.0
alicyclobacillus vulcanalis	55.0	35.0	55.0	55.0	55.0	BacDive;ThermoBase;aciDB	4	55.0	0.0
alicyclobacillus_g kakegawensis				52.5			1	52.5	0.0
alicyclobacillus_g shizuokensis				47.5			1	47.5	0.0
alicyclobacillus_h macrosporangiidus_b				52.5			1	52.5	0.0
aliicoccus persicus	35.0	20.0					1	35.0	0.0
aliidiomarina haloalkalitolerans	33.5	10.0		33.5			2	33.5	0.0
aliidiomarina maris	32.5	4.0		32.5			2	32.5	0.0
aliidiomarina sedimenti	34.0	4.0		34.0			2	34.0	0.0
aliidiomarina shirensis	32.5	1.0		32.5			2	32.5	0.0
aliidiomarina taiwanensis	35.0	4.0		35.0			2	35.0	0.0
aliifodinibius halophilus	35.0	20.0					1	35.0	0.0
aliiroseovarius crassostreae			27.0	34.0			2	30.5	7.0
aliivibrio fischeri			24.0	22.1965	25.0	Lyubetsky et al., 2020	3	23.732166666666668	2.8034999999999997
aliivibrio logei			16.0				1	16.0	0.0
aliivibrio salmonicida	15.0	1.0	15.0				2	15.0	0.0
aliivibrio sifiae	17.5	4.0	20.0				2	18.75	2.5
aliivibrio wodanis			13.5	12.5			2	13.0	1.0
alishewanella aestuarii					37.0	BacDive	1	37.0	0.0
alishewanella agri					30.0	BacDive	1	30.0	0.0
alishewanella alkalitolerans	27.5	5.0					1	27.5	0.0
alishewanella fetalis			36.0		37.0	BacDive	2	36.5	1.0
alishewanella jeotgali				32.5	37.0	BacDive	2	34.75	4.5
alistipes finegoldii					37.0	Lyubetsky et al., 2020	1	37.0	0.0
alkalibacillus almallahensis	36.5	15.0		36.5			2	36.5	0.0
alkalibacillus filiformis					30.0	BacDive	1	30.0	0.0
alkalibacillus flavidus			35.0		37.0	BacDive	2	36.0	2.0
alkalibacillus haloalkaliphilus			31.0				1	31.0	0.0
alkalibacillus halophilus	37.5	25.0					1	37.5	0.0
alkalibacillus silvisoli	33.5	20.0	32.0				2	32.75	1.5
alkalibacter saccharofermentans	35.0	6.0	35.0	35.0			3	35.0	0.0
alkalibacterium iburiense	33.5	5.0					1	33.5	0.0
alkalibacterium kapii	31.0	10.0		31.0	31.0	BacDive	3	31.0	0.0
alkalibacterium olivapovliticus	29.5	4.0	29.0	29.5			3	29.333333333333332	0.5
alkalibacterium pelagium					37.0	BacDive	1	37.0	0.0
alkalibacterium psychrotolerans	34.0	5.0	34.0				2	34.0	0.0
alkalibacterium putridalgicola	38.5	-2.0			38.5	BacDive	2	38.5	0.0
alkalibacterium thalassium			33.0		37.0	BacDive	2	35.0	4.0
alkalibaculum bacchi					37.0	BacDive	1	37.0	0.0
alkalicoccobacillus murimartini					17.5	BacDive	1	17.5	0.0
alkalicoccobacillus plakortidis					17.5	BacDive	1	17.5	0.0
alkalicoccus chagannorensis					37.0	BacDive	1	37.0	0.0
alkalicoccus halolimnae	33.0	5.0		33.0			2	33.0	0.0
alkalicoccus saliphilus					37.0	BacDive	1	37.0	0.0
alkalidesulfovibrio alkalitolerans					43.0	BacDive;ThermoBase	1	43.0	0.0
alkaliflexus imshenetskii	35.0	10.0		35.0			2	35.0	0.0
alkalihalobacillus macyae					32.5	BacDive	1	32.5	0.0
alkalihalobacillus trypoxylicola					30.0	BacDive	1	30.0	0.0
alkalihalophilus marmarensis					35.0	BacDive	1	35.0	0.0
alkalilactibacillus ikkensis	20.0	0.0	15.0				2	17.5	5.0
alkalilimnicola ehrlichii			29.0	31.25	30.0	BacDive	3	30.083333333333332	2.25
alkalilimnicola halodurans	35.0	20.0					1	35.0	0.0
alkalimicrobium pacificum	36.0	4.0					1	36.0	0.0
alkalimonas collagenimarina	33.0	5.0					1	33.0	0.0
alkaliphilus oremlandii			29.0				1	29.0	0.0
alkaliphilus peptidifermentans	35.0	6.0	35.0				2	35.0	0.0
alkaliphilus transvaalensis	40.0	20.0	40.0		40.0	ThermoBase	3	40.0	0.0
alkalispirillum mobile	36.5	30.0					1	36.5	0.0
alkalispirochaeta alkalica	35.0	15.0					1	35.0	0.0
alkalispirochaeta cellulosivorans	34.0	15.0					1	34.0	0.0
alkalispirochaeta odontotermitis	35.0	15.0					1	35.0	0.0
alkalispirochaeta sphaeroplastigenens	37.5	15.0					1	37.5	0.0
alkalitalea saponilacus	36.0	8.0	35.0				2	35.5	1.0
allisonella histaminiformans			39.0				1	39.0	0.0
alloalcanivorax balearicus					28.0	BacDive	1	28.0	0.0
alloalcanivorax dieselolei					28.0	BacDive	1	28.0	0.0
allobaculum stercoricanis	38.5	30.0		38.5			2	38.5	0.0
allobranchiibius huperziae	29.0	10.0		29.0			2	29.0	0.0
allocatelliglobosispora scoriae					30.0	BacDive	1	30.0	0.0
allochromatium phaeobacterium					30.0	BacDive	1	30.0	0.0
allochromatium renukae					30.0	BacDive	1	30.0	0.0
allochromatium vinosum			26.0	27.5	30.0	Lyubetsky et al., 2020	3	27.833333333333332	4.0
allochromatium warmingii			23.0	20.0			2	21.5	3.0
allofrancisella frigidaquae	32.0	18.0		32.0			2	32.0	0.0
allofrancisella inopinata	32.0	18.0		32.0			2	32.0	0.0
allomeiothermus silvanus					55.0	Lyubetsky et al., 2020;ThermoBase	1	55.0	0.0
alloprevotella rava	35.0	30.0					1	35.0	0.0
allopusillimonas ginsengisoli					30.0	BacDive	1	30.0	0.0
allopusillimonas soli					30.0	BacDive	1	30.0	0.0
alloscardovia omnicolens	38.5	28.0			36.5	BacDive	2	37.5	2.0
allostreptomyces psammosilenae	29.0	10.0		29.0			2	29.0	0.0
alpinimonas psychrophila			15.0				1	15.0	0.0
alsobacter metallidurans	27.5	10.0		27.5			2	27.5	0.0
alteracholeplasma palmae					30.0	Lyubetsky et al., 2020	1	30.0	0.0
altererythrobacter atlanticus	32.5	10.0					1	32.5	0.0
altererythrobacter dongtanensis	33.5	10.0					1	33.5	0.0
altererythrobacter epoxidivorans	35.0	20.0					1	35.0	0.0
altererythrobacter fulvus	27.5	15.0					1	27.5	0.0
altererythrobacter indicus	27.5	4.0					1	27.5	0.0
altererythrobacter ishigakiensis	35.0	25.0					1	35.0	0.0
altererythrobacter lauratis	41.0	10.0			41.0	ThermoBase	2	41.0	0.0
altererythrobacter marinus	31.0	10.0					1	31.0	0.0
altererythrobacter oceanensis	36.0	4.0					1	36.0	0.0
altererythrobacter palmitatis	41.0	10.0			41.0	ThermoBase	2	41.0	0.0
altererythrobacter soli	31.0	4.0					1	31.0	0.0
altererythrobacter xiamenensis	29.0	4.0					1	29.0	0.0
altererythrobacter xixiisoli	32.0	10.0					1	32.0	0.0
alteribacillus alkaliphilus	37.5	20.0					1	37.5	0.0
alteribacillus bidgolensis	35.0	25.0		35.0	35.0	BacDive	3	35.0	0.0
alteribacillus iranensis	35.0	25.0			35.0	BacDive	2	35.0	0.0
alteribacillus persepolensis	40.0	25.0			40.0	BacDive;ThermoBase	2	40.0	0.0
alteribacter aurantiacus					28.0	BacDive	1	28.0	0.0
altericroceibacterium indicum					27.5	BacDive	1	27.5	0.0
alterococcus agarolyticus	48.0	38.0	45.0		48.0	ThermoBase	3	47.0	3.0
alteromonas addita			27.0				1	27.0	0.0
alteromonas halophila	27.5	10.0					1	27.5	0.0
alteromonas hispanica	32.0	4.0		32.0			2	32.0	0.0
alteromonas litorea	33.5	25.0					1	33.5	0.0
alteromonas macleodii	33.5	4.0	23.0	33.5	32.5	Lyubetsky et al., 2020	4	30.625	10.5
alteromonas mediterranea			23.0				1	23.0	0.0
alteromonas naphthalenivorans	27.5	4.0		27.5			2	27.5	0.0
alteromonas pelagimontana	35.0	4.0		35.0			2	35.0	0.0
alteromonas stellipolaris			21.0	20.375			2	20.6875	0.625
altibacter lentus	27.5	10.0		27.5			2	27.5	0.0
amantichitinum ursilacus				22.5			1	22.5	0.0
aminiphilus circumscriptus				42.0			1	42.0	0.0
aminivibrio pyruvatiphilus	38.5	20.0		38.5			2	38.5	0.0
aminobacter aminovorans					33.5	Lyubetsky et al., 2020	1	33.5	0.0
aminobacter ciceronei			27.0				1	27.0	0.0
aminobacter lissarensis			27.0				1	27.0	0.0
aminobacter sp.			23.0				1	23.0	0.0
aminobacterium colombiense					37.0	Lyubetsky et al., 2020	1	37.0	0.0
aminobacterium thunnarium	40.0	30.0			40.0	ThermoBase	2	40.0	0.0
aminomonas paucivorans				35.667			1	35.667	0.0
ammonifex degensii	70.0	57.0	69.95	70.0	70.0	Lyubetsky et al., 2020;ThermoBase	4	69.9875	0.04999999999999716
ammonifex thiophilus	75.0	60.0	70.0	72.5	75.0	ThermoBase	4	73.125	5.0
ammoniibacillus agariperforans	60.0	50.0	60.0		60.0	ThermoBase	3	60.0	0.0
ammoniphilus oxalaticus	29.0	10.0					1	29.0	0.0
ammoniphilus oxalivorans	29.0	20.0					1	29.0	0.0
amnibacterium endophyticum	29.0	10.0					1	29.0	0.0
amnibacterium kyonggiense					30.0	BacDive	1	30.0	0.0
amorphus coralli				27.5			1	27.5	0.0
amorphus suaedae	31.0	12.0					1	31.0	0.0
amphibacillus cookii	39.0	15.0	34.0		39.0	BacDive	3	37.333333333333336	5.0
amphibacillus iburiensis	36.0	26.0					1	36.0	0.0
amphibacillus indicireducens	35.0	17.0	35.0				2	35.0	0.0
amphibacillus jilinensis	32.0	15.0			32.0	BacDive	2	32.0	0.0
amphibacillus sediminis	27.0	17.0			27.0	BacDive	2	27.0	0.0
amphibacillus tropicus	38.0	18.0	38.2				2	38.1	0.20000000000000284
amphibacillus xylanus				32.5	35.0	Lyubetsky et al., 2020	2	33.75	2.5
amphibacillus_b sediminis				27.0			1	27.0	0.0
amphiplicatus metriothermophilus	49.0	37.0		49.0	49.0	ThermoBase	3	49.0	0.0
amphritea atlantica	32.5	4.0					1	32.5	0.0
amphritea balenae	21.0	4.0	20.0	21.0			3	20.666666666666668	1.0
amphritea japonica	23.0	4.0	20.0	23.0			3	22.0	3.0
amycolatopsis alba				26.0			1	26.0	0.0
amycolatopsis albispora	32.5	4.0		32.5			2	32.5	0.0
amycolatopsis azurea			27.0				1	27.0	0.0
amycolatopsis balhimycina			29.0				1	29.0	0.0
amycolatopsis decaplanina			29.0				1	29.0	0.0
amycolatopsis deserti	45.0	25.0		45.0	45.0	ThermoBase	3	45.0	0.0
amycolatopsis echigonensis			29.0				1	29.0	0.0
amycolatopsis endophytica	31.0	15.0		31.0			2	31.0	0.0
amycolatopsis eurytherma			43.0				1	43.0	0.0
amycolatopsis japonica			29.0				1	29.0	0.0
amycolatopsis jiguanensis	24.0	10.0					1	24.0	0.0
amycolatopsis kentuckyensis			29.0				1	29.0	0.0
amycolatopsis keratiniphila				27.0			1	27.0	0.0
amycolatopsis lactamdurans			26.0				1	26.0	0.0
amycolatopsis lexingtonensis			29.0				1	29.0	0.0
amycolatopsis lurida			27.0				1	27.0	0.0
amycolatopsis mediterranei			26.5	27.333			2	26.9165	0.8329999999999984
amycolatopsis minnesotensis			29.0				1	29.0	0.0
amycolatopsis nigrescens			29.0	31.5			2	30.25	2.5
amycolatopsis orientalis			27.0				1	27.0	0.0
amycolatopsis pretoriensis			29.0				1	29.0	0.0
amycolatopsis regifaucium				32.5			1	32.5	0.0
amycolatopsis rifamycinica			27.0				1	27.0	0.0
amycolatopsis rubida			29.0				1	29.0	0.0
amycolatopsis saalfeldensis				27.5			1	27.5	0.0
amycolatopsis samaneae	29.5	16.0					1	29.5	0.0
amycolatopsis silviterrae	27.5	15.0					1	27.5	0.0
amycolatopsis stemonae	31.0	15.0					1	31.0	0.0
amycolatopsis sulphurea			29.0				1	29.0	0.0
amycolatopsis thailandensis	31.0	10.0		31.0			2	31.0	0.0
amycolatopsis thermoflava			45.0	45.0			2	45.0	0.0
amycolatopsis tolypomycina			26.0				1	26.0	0.0
amylibacter cionae	27.5	10.0		27.5			2	27.5	0.0
amylibacter marinus	22.5	10.0					1	22.5	0.0
amylibacter ulvae	26.5	4.0		26.5			2	26.5	0.0
anabaena aequalis			22.0				1	22.0	0.0
anabaena cylindrica			25.5				1	25.5	0.0
anabaena inaequalis			22.0				1	22.0	0.0
anabaena oscillarioides			26.0				1	26.0	0.0
anabaena sp.			28.0				1	28.0	0.0
anabaena subcylindrica			22.0				1	22.0	0.0
anabaenopsis circularis			21.0				1	21.0	0.0
anaeroarcus burkinensis	35.0	13.0	35.5				2	35.25	0.5
anaerobacillus alkalidiazotrophicus	34.0	15.0					1	34.0	0.0
anaerobacillus alkalilacustris	32.5	18.0	32.5				2	32.5	0.0
anaerobacillus_a macyae				32.5			1	32.5	0.0
anaerobacterium chartisolvens	35.0	15.0		35.0			2	35.0	0.0
anaerobranca californiensis	58.0	45.0	60.0		58.0	ThermoBase	3	58.666666666666664	2.0
anaerobranca gottschalkii	52.5	30.0	52.65		52.5	ThermoBase	3	52.550000000000004	0.14999999999999858
anaerobranca horikoshii	57.0	34.0	58.15		57.0	ThermoBase	3	57.38333333333333	1.1499999999999986
anaerobranca zavarzinii	57.0	34.0	55.0		57.0	ThermoBase	3	56.333333333333336	2.0
anaerobutyricum soehngenii					37.0	BacDive	1	37.0	0.0
anaerocella delicata	27.5	10.0					1	27.5	0.0
anaerococcus provencensis	36.0	23.0		36.0			2	36.0	0.0
anaerocolumna cellulosilytica	35.0	15.0	35.0	35.0			3	35.0	0.0
anaerocolumna jejuensis					30.0	BacDive	1	30.0	0.0
anaerocolumna xylanovorans			35.0				1	35.0	0.0
anaerolinea thermolimosa	50.0	42.0	50.0		50.0	BacDive;ThermoBase	3	50.0	0.0
anaerolinea thermophila	55.0	55.0	55.0		55.0	BacDive;ThermoBase	3	55.0	0.0
anaeromusa acidaminophila	38.0	25.0					1	38.0	0.0
anaeromyxobacter dehalogenans				28.2			1	28.2	0.0
anaerophaga thermohalophila	50.0	37.0	50.0		50.0	ThermoBase	3	50.0	0.0
anaerosalibacter bizertensis	40.0	25.0	40.0	40.0	40.0	BacDive	4	40.0	0.0
anaerosolibacter carboniphilus	40.0	20.0	40.0	40.0	40.0	ThermoBase	4	40.0	0.0
anaerosphaera aminiphila	36.0	10.0		36.0			2	36.0	0.0
anaerosporobacter mobilis					30.0	BacDive	1	30.0	0.0
anaerosporomusa subterranea			29.0				1	29.0	0.0
anaerostipes butyraticus	39.0	35.0	40.0	39.5	39.0	BacDive	4	39.375	1.0
anaerostipes hadrus				40.0			1	40.0	0.0
anaerotaenia torta	37.5	20.0	35.0				2	36.25	2.5
anaerotignum aminivorans	35.0	15.0					1	35.0	0.0
anaerotignum lactatifermentans	41.0	30.0			41.0	ThermoBase	2	41.0	0.0
anaerotignum propionicum			34.0		27.5	Lyubetsky et al., 2020	2	30.75	6.5
anaerovirgula multivorans	35.0	10.0	35.0	35.0			3	35.0	0.0
anagnostidinema amphibium			20.0				1	20.0	0.0
ancalomicrobium adetum			26.0				1	26.0	0.0
ancylobacter amanitiformis					29.0	BacDive	1	29.0	0.0
ancylobacter aquaticus			27.0	26.4			2	26.7	0.6000000000000014
ancylobacter dichloromethanicus	29.0	4.0		29.0			2	29.0	0.0
ancylobacter novellus					27.5	Lyubetsky et al., 2020	1	27.5	0.0
ancylobacter polymorphus			29.0				1	29.0	0.0
ancylobacter rudongensis				29.0			1	29.0	0.0
ancylobacter sonchi	25.5	10.0					1	25.5	0.0
ancylomarina subtilis	29.0	8.0		29.0			2	29.0	0.0
anderseniella baltica	27.5	10.0					1	27.5	0.0
aneurinibacillus aneurinilyticus			29.0				1	29.0	0.0
aneurinibacillus danicus	47.5	35.0	45.0		47.5	ThermoBase	3	46.666666666666664	2.5
aneurinibacillus sediminis	41.0	25.0			41.0	ThermoBase	2	41.0	0.0
aneurinibacillus soli	32.5	20.0		32.5			2	32.5	0.0
aneurinibacillus terranovensis	41.0	20.0	39.0		41.0	ThermoBase	3	40.333333333333336	2.0
aneurinibacillus thermoaerophilus			46.0				1	46.0	0.0
angulomicrobium amanitiforme	29.0	15.0					1	29.0	0.0
angulomicrobium tetraedrale	29.0	15.0	29.0	29.0			3	29.0	0.0
annwoodia aquaesulis	43.0	30.0	43.0		44.0	BacDive;ThermoBase	3	43.333333333333336	1.0
anoxybacillus amylolyticus	61.0	45.0	60.0		61.0	Lyubetsky et al., 2020;ThermoBase	3	60.666666666666664	1.0
anoxybacillus ayderensis	50.0	30.0		53.8335	55.0	ThermoBase	3	52.944500000000005	5.0
anoxybacillus bogrovensis	65.0	40.0	55.0		65.0	BacDive;ThermoBase	3	61.666666666666664	10.0
anoxybacillus caldiproteolyticus	60.0	35.0	56.5		60.0	ThermoBase	3	58.833333333333336	3.5
anoxybacillus calidus	55.0	35.0	55.0		55.0	ThermoBase	3	55.0	0.0
anoxybacillus contaminans	50.0	40.0	50.0		50.0	BacDive;ThermoBase	3	50.0	0.0
anoxybacillus eryuanensis	55.0	35.0	50.0		55.0	BacDive;ThermoBase	3	53.333333333333336	5.0
anoxybacillus flavithermus	62.5	30.0	57.5	59.58333333333335	61.25	Lyubetsky et al., 2020;ThermoBase	4	60.208333333333336	5.0
anoxybacillus geothermalis	60.0	40.0	55.0				2	57.5	5.0
anoxybacillus gonensis	57.5	40.0		57.5	57.5	Lyubetsky et al., 2020;ThermoBase	3	57.5	0.0
anoxybacillus kamchatkensis	60.0	38.0	53.0				2	56.5	7.0
anoxybacillus kaynarcensis	60.0	35.0	55.0		60.0	ThermoBase	3	58.333333333333336	5.0
anoxybacillus kestanbolensis	52.5	40.0			52.5	ThermoBase	2	52.5	0.0
anoxybacillus mongoliensis	60.0	30.0	50.0	55.0			3	55.0	10.0
anoxybacillus pushchinoensis	62.0	37.0	60.95	61.0	62.0	ThermoBase	4	61.4875	1.0499999999999972
anoxybacillus rupiensis	55.0	35.0	55.0		57.5	ThermoBase	3	55.833333333333336	2.5
anoxybacillus salavatliensis	60.0	37.0	60.0				2	60.0	0.0
anoxybacillus sp.			55.0				1	55.0	0.0
anoxybacillus suryakundensis	55.0	40.0			55.0	ThermoBase	2	55.0	0.0
anoxybacillus tengchongensis	50.0	30.0	50.0		50.0	BacDive;ThermoBase	3	50.0	0.0
anoxybacillus tepidamans	55.0	39.0	55.0		55.0	BacDive;ThermoBase	3	55.0	0.0
anoxybacillus thermarum	65.0	55.0	55.0	60.0	65.0	ThermoBase	4	61.25	10.0
anoxybacillus vitaminiphilus	58.5	38.0			58.5	ThermoBase	2	58.5	0.0
anoxybacillus voinovskiensis	54.0	30.0	45.0		54.0	ThermoBase	3	51.0	9.0
anoxybacillus_b vitaminiphilus				58.5			1	58.5	0.0
